"Preprint Server","Preprint DOI","Latest Version","Date of Latest Version","Title","Byline","Publication DOI","Status","Assessors"
"medRxiv","10.1101/2022.08.09.22278560","1","12/08/2022","Safety and Immunogenicity of a Recombinant Protein RBD Fusion Heterodimer Vaccine against SARS-CoV-2: preliminary results of a phase 1-2a dose-escalating, randomized, double-blind clinical trial.","Leal, L.; Pich, J.; Ferrer, L.; Nava, J.; Marti-Lluch, R.; Esteban, I.; Pradenas, E.; Raich-Regue, D.; Prenafeta, A.; Escobar, K.; Pastor, C.; Ribas-Aulinas, M.; Trinite, B.; Munoz-Basagoiti, J.; Domenech, G.; Clotet, B.; Corominas, J.; Corpes-Comes, A.; Garriga, C.; Barreiro, A.; Izquierdo-Useros, N.; Arnaiz, J. A.; Soriano, A.; Rios, J.; Nadal, M.; Plana, M.; Blanco, J.; Prat, T.; Torroella, E.; Ramos, R.","-","publishaheadofprint","-"
"SSRN Electronic Journal","10.2139/ssrn.4185918","1","12/08/2022","Immunogenicity and Safety in Healthy Adults of Full-Dose Versus Half Doses of COVID-19 Vaccine (ChAdOx1-S or BNT162b2) or Full-Dose CoronaVac Administered as a Booster Dose after Priming with Coronavac: A Randomized, Observer-Blinded, Controlled Trial Conducted in Indonesia","Fadlyana, Eddy; Setiabudi, Djatnika; Putri, Nina Dwi; Sofiatin, Yulia; Suryadinata, Hendarsyah; Hartantri, Yovita; Sukandar, Hadyana; Indrati, Agnes R.; Murad, Chrysanti; Setiawaty, Vivi; Nur A Pangesti, Krisna; Multihartina, Pretty; Khrisna, Citra Vravita; Ayuninda, Masayu Riela; Wicaksana, Pratama; Zhafira, Aqila Sakina; Shinto, Robert; Kartasasmita, Cissy B.; Rusmil, Kusnandi; Hadinegoro, Sri Rezeki; Sundoro, Julitasari; Watts, Emma; Nguyen, Cattram D.; Mulholland, Kim","-","initial deposit","-"
"medRxiv","10.1101/2022.08.09.22278329","2","10/08/2022","COVID-19 convalescent plasma to treat hospitalised COVID-19 patients with or without underlying immunodeficiency","Lacombe, K.; Hueso, T.; Porcher, R.; Mekinian, A.; Chiarabini, T.; Georgin-Lavialle, S.; Ader, F.; Saison, J.; Martin-Blondet, G.; De Castro, N. A.; Bonnet, F.; Cazanave, C.; Francois, A.; Morel, P.; Hermine, O.; Pourcher, V.; Michel, M.; Lescure, X.; Soussi, N.; Brun, P.; Pommeret, F.; Sellier, P.; Rousset, S.; Piroth, L.; Michot, J.-M.; baron, g.; de Lamballerie, X.; Mariette, X.; Tharaux, P.-L.; Resche-Rigaux, M.; Ravaud, P.; Simon, T.; Tiberghien, P.","-","publishaheadofprint","-"
"medRxiv","10.1101/2022.08.05.22278464","1","08/08/2022","Differential immune response induced by two immunization schedules with an inactivated SARS-CoV-2 vaccine in a randomized phase 3 clinical trial","Galvez, N. M. S.; CoronaVacCL03 Study Group,  ; Pacheco, G. A.; Schultz, B. M.; Melo-Gonzalez, F.; Soto, J.; Duarte, L. F.; Gonzalez, L. A.; Rivera, D. S.; Rios, M.; Berrios, R. V.; Vazquez, Y.; Moreno-Tapia, D.; Vallejos, O. P.; Andrade, C. A.; Hoppe-Elsholz, G.; Iturriaga, C.; Urzua, M.; Navarrete, M. S.; Rojas, A.; Fasce, R.; Fernandez, J.; Mora, J.; Ramirez, E.; Gaete-Argel, A.; Acevedo, M.; Valiente-Echeverria, F.; Soto-Rifo, R.; Weiskopf, D.; Grifoni, A.; Sette, A.; Zeng, G.; Meng, W.; Gonzalez-Aramundiz, J. V.; Goldblatt, D.; Gonzalez, P. A.; Abarca, K.; Bueno, S. M.; Kalergis, A. M.","10.7554/elife.81477","publishaheadofprint","medRxiv"
"SSRN Electronic Journal","10.2139/ssrn.4172086","1","05/08/2022","Efficacy and Safety of Baricitinib for the Treatment of Hospitalized Adults with Severe or Critical COVID-19 (Bari-SolidAct): A Randomised, Double-Blind, Parallel-Group, Placebo-Controlled Phase 3 Trial","Trøseid, Marius; Arribas, JR; Assoumou, Lambert; Holten, Aleksander Rygh; Poissy, Julien; Terzic, Vida; Mazzaferri, Fulvia; Rodríguez-Baño, Jesús ; Eustace, Joe; Hites, Maya; Joannidis, Michael; Paiva, Jose-Artur; Reuter, Jean; Püntmann, Isabel; Patrick-Brown, Thale; Westerheim, Elin; Nezvalova-Henriksen, Katerina; Beniguel, Lydie; Dahl, Tuva Børresdatter; Bouscambert-Duchamp, Maude; Halanova, Monika; Peterfi, Zoltan; Tsiodras, Sotirios; Rezek, Michael; Briel, Matthias; Unal, Serhat; Schlegel, Martin; Ader, Florence; Lacombe, Karine; Amdal, Cecilie Delphin; Serge Rodrigues, Serge Rodrigues; Tonby, Kristian; Gaudet, Alexandre; Heggelund, Lars; Mootien, Joy; Johannessen, Asgeir; Møller, Jannicke Horjen; Diaz Pollan, Beatriz; Tveita, Anders; Kildal, Anders Benjamin; Richard, Jean-Christophe; Dalgard, Olav; Simensen, Victoria Charlotte; Baldé, Aliou; de Gastines, Lucie; del Álamo, Marta; Aydin, Burç; Lund-Johansen, Fridtjof; Trabaud, Mary-Anne; Diallo, Alpha; Halvorsen, Bente; Røttingen, John-Arne; Tacconelli, Evelina; Yadanapanah, Yazdan; Olsen, Inge Christoffer; Costagliola, Dominique","-","initial deposit","-"
"SSRN Electronic Journal","10.2139/ssrn.4173050","1","02/08/2022","Durability of ChAdOx1 nCoV-19 (AZD1222) Vaccine and Hybrid Humoral Immunity Against Variants Including Omicron BA.1 and BA.4 Six Months after Vaccination: A Randomised, Phase 1b/2a Trial","Madhi, Shabir A.; Kwatra, Gaurav; Welch, Richard; Koen, Anthonet L.; Baillie, Vicky L.; Cutland, Clare; Fairlie, Lee; Padayachee, Sherman D.; Dheda, Keertan; Barnabas, Shaun L.; Bhorat, Qasim Ebrahim; Briner, Carmen; Ahmed, Khatija; Aley, Parvinder K.; Bhikha, Sutika; Bhorat, As&apos;ad Ebrahim; Esmail, Aliasgar; Horne, Elizea; Kaldine, Haajira; Mukendi, Christian K.; Madzorera, Vimbai Sharon; Manamela, Nelia P.; Masilela, Mduduzi; Hermanus, Tandile; Motlou, Thopisang; Mzindle, Nonkululeko; Oelofse, Suzette; Patel, Faeezah; Rhead, Sarah; Rossouw, Lindie; Taoushanis, Carol; van Eck, Samuel; Lambe, Teresa; Gilbert, Sarah C.; Pollard, Andrew J.; Moore, Penny L.; Izu, Alane","-","initial deposit","-"
"SSRN Electronic Journal","10.2139/ssrn.4176376","1","02/08/2022","Alternative Strategies to Increase the Immunogenicity of Covid-19 Vaccines in Kidney Transplant Recipients Not Responding to Two or Three Doses of an mRNA Vaccine. A Randomized Clinical Trial","Kho, Marcia ML; Messchendorp, A. Lianne; Frölke, Sophie; Imhof, Celine; Koomen, Vera JCH; Malahe, S. Reshwan K.; Geers, Daryl; Baan, Carla C.; Van der molen, Renate; Diavatopoulos, Dimitri A.; Remmerswaal, Ester; van Baarle, Debbie; van Binnendijk, Robert Samuel; den Hartog, Gerco; Gansevoort, Ron T.; Bemelman, Frederike J.; Reinders, Marlies EJ; Sanders, Jan-Stephan; Hilbrands, Luuk B.; Collaborators, RECOVAC","-","initial deposit","-"
"SSRN Electronic Journal","10.2139/ssrn.4174293","1","02/08/2022","Safety and Efficacy of the Two Doses Conjugated Protein-Based SOBERANA-02 COVID-19 Vaccine and of a Heterologous Three-Dose Combination with SOBERANA-PLUS: Double-Blind, Randomised, Placebo-Controlled Phase 3 Clinical Trial","Eugenia-Toledo-Romani, Maria; García Carmenate, Mayra; Valenzuela-Silva, Carmen; Baldoquín-Rodríguez, Waldemar; Martínez-Pérez, Marisel; Rodriguez-González, Meiby; Paredes-Moreno, Beatriz; Mendoza-Hernández, Ivis; González-Mugica, Raul; Samón-Tabío, Oscar; Velazco-Villares, Pablo; Bacallao-Castillo, Juan Pablo; Licea-Martín, Ernesto; Rodríguez-Ortega, Misladys; Herrera-Marrero, Nuris; Caballero-González, Esperanza; Egües-Torres, Liudmila; Duartes-González, Reinaldo; García-Blanco, Serguey; Pérez-Cabrera, Suzette Pérez-Cabrera; Huete-Ferreira, Santos; Idalmis-Cisnero, Kirenia Idalmis-Cisnero; Fonte-Galindo, Omayda; Melia-Pérez, Dania; Rojas-Remedios, Ivonne; Doroud, Delaram; Mehdi Gouya, Mohammad; Biglari, Alireza; Van der Stuyft, Patrick Van der Stuyft; Fernandez-Castillo, Sonsire; Climent-Ruiz, Yanet; Valdés-Balbín, Yury; García-Rivera, Dagmar; Verez-Bencomo, Vicente","-","initial deposit","-"
"medRxiv","10.1101/2022.07.27.22278116","1","29/07/2022","Evaluation of the safety and immunogenicity of fractional intradermal COVID-19 vaccines as a booster: A pilot study","Niyomnaitham, S.; Chatsiricharoenkul, S.; Toh, Z. Q.; Senawong, S.; Pheerapanyawaranun, C.; Phumiamorn, S.; Licciardi, P. V.; Chokephaibulkit, K.","10.3390/vaccines10091497","publishaheadofprint","medRxiv"
"medRxiv","10.1101/2022.07.26.22278072","1","28/07/2022","Antibody Persistence and Safety through 6 Months after Heterologous Orally Aerosolised Ad5-nCoV in individuals primed with two-dose CoronaVac previously","Jin, L.; Tang, R.; Wu, S.; Guo, X.; Hou, L.; Chen, X.; Zhu, T.; Gou, J.; Huang, H.; Zhong, J.; Pan, H.; Cui, L.; chen, Y.; Xia, X.; Feng, J.; Wang, X.; Zhao, Q.; Xu, X.; Li, Z.; Zhang, X.; Li, J.; Chen, W.; Zhu, F.-C.","-","publishaheadofprint","-"
"medRxiv","10.1101/2022.07.20.22277797","2","24/07/2022","A Randomised -Controlled Phase 2 trial of Molnupiravir in Unvaccinated and Vaccinated Individuals with Early SARS-CoV-2","Khoo, S. H.; FitzGerald, R.; Saunders, G.; Middleton, C.; Ahmad, S.; Edwards, C. J.; Hasdjiyiannaskis, D.; Walker, L.; Lyon, R.; Shaw, V.; Mozgunov, P.; Periselneris, J.; Woods, C.; Bullock, K.; Hale, C.; Reynolds, H.; Downs, N.; Ewings, S.; Buadi, A.; Cameron, D.; Edwards, T.; Knox, E.; Donovan-Banfield, I.; Greenhalf, W.; Chiong, J.; Lavelle-Langham, L.; Jacobs, M.; Painter, W.; Holman, W.; Lalloo, D. G.; Tetlow, M.; Hiscox, J. A.; Jaki, T.; Fletcher, T.; Griffiths, G.; AGILE CST-2 Study Group,  ","10.1016/s1473-3099(22)00644-2","publishaheadofprint","medRxiv"
"medRxiv","10.1101/2022.07.15.22277570","1","19/07/2022","Pharmacometric assessment of the in-vivo antiviral activity of ivermectin in early symptomatic COVID-19","Schilling, W. H.; Jittamala, P.; Watson, J. A.; Ekkapongpisit, M.; Siripoon, T.; Ngamprasertchai, T.; Luvira, V.; Pongwilai, S.; Cruz, C.; Callery, J. J.; Boyd, S.; Kruabkontho, V.; Ngernseng, T.; Tubprasert, J.; Abdad, M. Y.; Piaraksa, N.; Suwannasin, K.; Hanboonkunupakarn, P.; Hanboonkunupakarn, B.; Sookprome, S.; Poovorawan, K.; Thaipadungpanit, J.; Blacksell, S.; Imwong, M.; Tarning, J.; Taylor, W. J.; Chotivanich, V.; Sangketchon, C.; Ruksakul, W.; Chotivanich, K.; Teixeira, M. M.; Pukrittayakamee, S.; Dondorp, A. M.; Day, N. P.; Piyaphanee, W.; Phumratanaprapin, W.; White, N. J.; PLATCOV","-","publishaheadofprint","-"
"medRxiv","10.1101/2022.07.18.22277477","1","18/07/2022","Clinical utility of repurposing a short course of hepatitis C drugs for COVID19. A randomized controlled study","Yakoot, M.; Eysa, B.; Gouda, E.; Helmy, S. A.; Elsayed, M. R.; Elrouby, O.; Mohamed, A.; Reyad, E.; Fawzi, M. M.; Elmandouh, S.; Abdellatif,, W.; Zidan, A. A.; Adel, A.-E.; Hassany, M.","-","publishaheadofprint","-"
"medRxiv","10.1101/2022.07.18.22277743","1","18/07/2022","Efficacy of the AZD1222 (ChAdOx1 nCoV-19) COVID-19 Vaccine Against SARS-CoV-2 Variants of Concern","Koen, A. L.; Izu, A.; Baillie, V.; Kwatra, G.; Cutland, C. L.; Fairlie, L.; Padayachee, S. D.; Dheda, K.; Barnabas, S. L.; Bhorat, Q. E.; Briner, C.; Ahmed, K.; Bhikha, S.; Bhiman, J. N.; du Plessis, J.; Esmail, A.; Horne, E.; Hwa, S.-H.; Oomen-Jose, A.; Lambe, T.; Laubscher, M.; Malahleha, M.; Benade, G.; McKenzie, S.; Oelofse, S.; Patel, F.; Pillay, S.; Rhead, S.; Rodel, H.; Taoushanis, C.; Tegally, H.; Thombrayil, A.; Villafana, T.; Gilbert, S.; Pollard, A. J.; Madhi, S.","-","publishaheadofprint","-"
"medRxiv","10.1101/2022.07.15.22277678","2","17/07/2022","Influence of vitamin D supplementation on SARS-CoV-2 vaccine efficacy and immunogenicity","Jolliffe, D. A.; Vivaldi, G.; Chambers, E. S.; Cai, W.; Li, W.; Faustini, S. E.; Gibbons, J. M.; Pade, C.; Richter, A.; McKnight, A.; Martineau, A. R.","10.3390/nu14183821","publishaheadofprint","CRESS, medRxiv"
"medRxiv","10.1101/2022.07.12.22277336","1","15/07/2022","SARS-CoV-2 Variant Vaccine Boosters Trial: Preliminary Analyses","Branche, A. R.; Rouphael, N. G.; Diemert, D. D.; Falsey, A. R.; Losada, C.; Baden, L. R.; Frey, S. E.; Whitaker, J. A.; Little, S. J.; Anderson, E. J.; Walter, E. B.; Novak, R. M.; Rupp, R.; Jackson, L. A.; Babu, T. M.; Kottkamp, A. C.; Luetkemeyer, A. F.; Immergluck, L. C.; Presti, R. M.; Backer, M.; Winokur, P. L.; Mahgoub, S. M.; Goepfert, P. A.; Fusco, D. N.; Malkin, E.; Bethony, J. M.; Walsh, E. E.; Graciaa, D. S.; Samaha, H.; Sherman, A. C.; Walsh, S. R.; Abate, g.; Oikonomopoulou, Z.; El Sahly, H. M.; Martin, T. C.; Rostad, C. A.; Smith, M.; Ladner, B. G.; Porterfield, L.; Dunstan, M.; ","-","publishaheadofprint","-"
"medRxiv","10.1101/2022.07.14.22277617","2","15/07/2022","An Evaluation of the Safety and Immunogenicity of MVC-COV1901: Results of an interim analysis of a phase III, parallel group, randomized, double-blind, active-controlled study","Torales, J.; Cuenca-Torres, O.; Barrios, L.; Armoa-Garcia, L.; Estigarribia, G.; Sanabria, G.; Lin, M.-Y.; Estrada, J. A. G.; Estephan, L.; Cheng, H.-Y.; Chen, C.; Janssen, R.; Lien, C. E.","-","publishaheadofprint","-"
"medRxiv","10.1101/2022.07.12.22277450","1","15/07/2022","Effect of Vitamin D3 supplementation vs. dietary-hygienic measures on SARS-COV-2 infection rates in hospital workers with 25-hydroxyvitamin D3  levels >20 ng/mL","Romero-Ibarguengoitia, M. E.; Gutierrez-Gonzalez, D.; Cantu-Lopez, C.; Sanz-Sanchez, M. A.; Gonzalez-Cantu, A.","-","publishaheadofprint","-"
"medRxiv","10.1101/2022.07.12.22277548","2","13/07/2022","Inhaled Fluticasone for Outpatient Treatment of Covid-19: A Decentralized, Placebo-controlled, Randomized, Platform Clinical Trial","Naggie, S.","-","publishaheadofprint","-"
"SSRN Electronic Journal","10.2139/ssrn.4153455","1","13/07/2022","Safety and Immunogenicity of SII-NVX-CoV2373 (COVID-19 Vaccine) In Adults in a Phase 2/3, Observer-Blind, Randomised, Controlled Study","Kulkarni, Prasad S.; Kadam, Abhijit; Godbole, Sheela; Bhatt, Varsha; Raut, Abhishek; Kohli, Sunil; Tripathi, Santanu; Kulkarni, Praveen; Ludam, Rakhi; Prabhu, Madhav; Bavdekar, Ashish; Gogtay, Nithya J.; Meshram, Sushant; Kadhiravan, Tamilarasu; Kar, Sonali; Narayana, Ashwath; Samuel, Clarence; Kulkarni, Govind; Gaidhane, Abhay; Sathyapalan, Dipu; Raut, Sidram; Hadda, Vijay; Bhalla, Hira Lal; Bhamare, Chetanraj; Dharmadhikari, Abhijeet; Plested, Joyce; Cloney-Clarke, Shane; Zhu, Mingzhu; Pryor, Melinda; Thakar, Madhuri; Shete, Ashwini; Gautam, Manish; Gupta, Nivedita; Panda, Samiran; Shaligram, Umesh; Poonawalla, Cyrus; Bhargava, Balram; Gunale, Bhagwat; Kapse, Dhananjay; Study Group, for the COVOVAX","-","initial deposit","-"
"Research Square","10.21203/rs.3.rs-1850379/v1","1","12/07/2022","Safety and Immunogenicity of SARS-Cov-2 Vaccine MVC-COV1901– Do Elderly Need a Higher Dose?","Lien, Chia-En; Waits, Alexander; Chen, Jau-Yuan; Cheng, Wei-Hong; Yeh, Jih-I; Hsieh, Szu-Min; Chen, Charles; Janssen, Robert; Lin, Tzou-Yien","-","initial deposit","-"
"Research Square","10.21203/rs.3.rs-1845321/v1","1","11/07/2022","Efficacy and safety of Treamid in the rehabilitation of patients after COVID-19 pneumonia: a phase 2, randomized, double-blind, placebo-controlled trial","Bazdyrev, Evgeny; Panova, Maria; Brachs, Maria; Smolyarchuk, Elena; Tsygankova, Daria; Gofman, Liudmila; Abdyusheva, Yana; Novikov, Fedor","-","initial deposit","-"
"medRxiv","10.1101/2022.07.04.22277207","1","06/07/2022","Efficacy of Anakinra in the Management of Patients with COVID-19 Infection: A Randomized Clinical Trial","Elmekaty, E. Z. I.; Maklad, A.; Abouelhassan, R.; Munir, W.; Mohamed Ibrahim, M. I.; Nair, A.; Alibrahim, R.; Iqbal, F.; Al Bishawi, A.; Abdelmajid, A.; Aboukamar, M.; Abu Khattab, M.; Al Soub, H.; Al Maslamani, M.","-","publishaheadofprint","-"
"medRxiv","10.1101/2022.07.05.22277210","3","05/07/2022","Safety and immunogenicity of the protein-based PHH-1V compared to BNT162b2 as a heterologous SARS-CoV-2 booster vaccine in adults vaccinated against COVID-19: a multicentre, randomised, double-blind, non-inferiority phase IIb trial.","Corominas, J.; Garriga, C.; Prenafeta, A.; Moros, A.; Canete, M.; Barrero, A.; Gonzalez-Gonzalez, L.; Madrenas, L.; Guell, I.; Clotet, B.; Izaquierdo-Useros, N.; Raich-Regue, D.; Gallemi, M.; Blanco, J.; Pradenas, E.; Trinite, B.; Prado, J. G.; Blanch-Lombarte, O.; Perez-Caballero, R.; Plana, M.; Esteban, I.; Pastor-Quinones, C.; Nunez-Costa, X.; Taleb, R. A.; McSkimming, P.; Soriano, A.; Planol, J.; Anagua, J. O.; Ramos, R.; Lluch, R. M.; Comes, A. C.; Romero, S. O.; Gomez, X. M.; Sans-Pola, C.; Molto, J.; Benet, S.; Bailon, L.; Arribas, J.; Borobia, A. M.; Parada, J. Q.; Navarro-Perez, J.; G","-","publishaheadofprint","-"
"Research Square","10.21203/rs.3.rs-1821159/v1","1","03/07/2022","Safety and Tolerability Study of Sotrovimab (VIR-7831) Prophylaxis Against COVID-19 Infection in Immunocompromised Individuals with Impaired SARS-CoV-2 Humoral Immunity","Gonzalez-Bocco, Isabel H; Beluch, Katherine; Cho, Alyssa; Unger-Mochrie, Gillian M; Lahoud, Chloe; Reyes, Fabiola A; Moshovitis, Dimitrios G; Wang, Wei; Hammond, Sarah P; Manne-Goehler, Jennifer; Koo, Sophia","-","initial deposit","-"
"medRxiv","10.1101/2022.07.01.22277163","1","02/07/2022","Phase 2 randomised placebo-controlled trial of spironolactone and dexamethasone versus dexamethasone in COVID-19 hospitalised patients in Delhi","Wadhwa, B.; Malhotra, V.; Kerai, S.; Husain, F.; Pandey, N. B.; Saxena, K. N.; Singh, V.; Quinn, T. M.; Li, F.; Gaughan, E.; Shankar-Hari, M.; Mills, B.; Antonelli, J.; Bruce, A.; Finlayson, K.; Moore, A.; Dhaliwal, K.; Edwards, C.","-","publishaheadofprint","-"
"medRxiv","10.1101/2022.06.28.22276794","1","29/06/2022","Safety and immunogenicity of an inactivated SARS-CoV-2 vaccine, KD-414, in healthy adult and elderly subjects: a randomized, double-blind, placebo-controlled, phase 1/2 clinical study in Japan","Tanishima, M.; Ibaraki, K.; Kido, K.; Nakayama, S.; Nakayama, S.; Ata, K.; Nakamura, H.; Shinmura, Y.; Sonoda, K.; Ueda, K.; Oda, Y.","-","publishaheadofprint","-"
"SSRN Electronic Journal","10.2139/ssrn.4143699","1","29/06/2022","Immunogenicity and Safety of Homologous and Heterologous Booster Vaccination of ChAdOx1 nCoV-19 (COVISHIELD &lt;sup&gt;TM&lt;/sup&gt;) and BBV152 (COVAXIN®) in Previous Recipients of COVISHIELD &lt;sup&gt;TM&lt;/sup&gt; or COVAXIN®: A Phase 4, Participant and Observer Blinded, Randomised Study","Rose, Winsley; Raju, Reshma; Babji, Sudhir; George, Anna; Madhavan, Ramya; Xavier, Julian Vivek Leander; Chelladurai, Jenita Sharon David; Nikitha, Origanti Sharon; Deborah, Arpitha Anbu; Vijayakumar, Shalini; Immanuel, Sushil; John, Jacob; Rupali, Priscilla; Abhilash, Kundavaram Paul Prabhakar; Mohan, Venkata Raghava; Tallapaka, Karthik Bharadwaj; Samuel, Prasanna; Kang, Gagandeep","-","initial deposit","-"
"medRxiv","10.1101/2022.06.22.22276690","1","26/06/2022","Long-term immune persistence induced by two-dose BBIBP-CorV vaccine with different intervals, and immunogenicity and safety of a homologous booster dose in high-risk occupational population. Secondary Study Based on a Randomized Clinical Trial","Yao, T.; Zhang, X.; Mu, S.; Guo, Y.; Xu, X.; Huo, J.; Wei, Z.; Liu, L.; Li, X.; Li, H.; Xing, R.; Feng, Y.; Chen, J.; Feng, L.; Wang, S.","-","publishaheadofprint","-"
"medRxiv","10.1101/2022.06.22.22276792","1","26/06/2022","Efficacy and safety of ensitrelvir in patients with mild-to-moderate COVID-19: the phase 2b part of a randomized, placebo-controlled, phase 2/3 study","Mukae, H.; Yotsuyanagi, H.; Ohmagari, N.; Doi, Y.; Sakaguchi, H.; Sonoyama, T.; Ichihashi, G.; Sanaki, T.; Baba, K.; Tsuge, Y.; Uehara, T.","10.1128/aac.00697-22","publishaheadofprint","CRESS"
"medRxiv","10.1101/2022.06.12.22276088","1","16/06/2022","Effect of Opaganib on Supplemental Oxygen and Mortality in Patients with Severe SARS-CoV-2 Pneumonia","Carvalho Neuenschwander, F.; Barnett-Griness, O.; Piconi, S.; Maor, Y.; Sprinz, E.; Assy, N.; Khmelnitskiy, O.; Lomakin, N.; Goloshchekin, B. M.; Nahorecka, E.; Calvacante, A. J. W.; Ivanova, A.; Zhuravel, S. V.; Trufanova, G. Y.; Bonora, S.; Saffoury, A.; Mayo, A.; Shvarts, Y.; Rizzardini, G.; Sobroza de Mello, R.; Pilau, J.; Klinov, A.; Valente-Acosta, B.; Burlaka, O. O.; Bakhtina, N.; Bar-Meir, M.; Shishimorov, I. N.; Onate-Gutierrez, J.; Rincon, C. I. G.; Martynenko, T. I.; Abrahao Hajjar, L.; Procopio, A. C. N. d. M.; Simon, K.; Santiago, W. G. C.; Fronczak, A.; Filho, C. R. H.; Hussein, ","-","publishaheadofprint","-"
"SSRN Electronic Journal","10.2139/ssrn.4135325","1","16/06/2022","Favipiravir in Early Symptomatic COVID-19, A Randomised Placebo-Controlled Trial","McMahon, James H.; Lau, Jillian S.Y.; Coldham, Anna; Roney, Janine; Hagenauer, Michelle; Price, Sally; Bryant, Mellissa; Garlick, Jill; Paterson, Anne; Lee, Sue J.; O’Bryan, Jess; Hearps, Anna; Tachedjian, Gilda; Pinskier, Henry; Phillips, Cameron; Garrow, Stuart; Pinskier, Nathan; Melvin, Robert; Blakeway, Luke; Wisniewski, Jessica A.; Byers, Sally; Badoordeen, Gnei Z.; Pereira, Stephanie; Pragastis, Katherine; Trubiano, Jason A.; Chua, Kyra Y. L.; Kainer, Marion; Molton, James S.; Gardiner, Bradley J.; Pierce, Anna; AC, Cheng; Rogers, Benjamin A.; Peleg, Anton Y.","-","initial deposit","-"
"medRxiv","10.1101/2022.06.15.22276427","2","16/06/2022","Efficacy and Safety of Nebulized Ethanol Inhalation in COVID-19 Treatment. A Randomized, Clinical Trial","Amoushahi, A.; Moazam, E.; Reza Tabatabaei, A.; Ghasimi, G.; Salvatori, P.; Grant-Whyte, I.; Ragab Ezz, A.","-","publishaheadofprint","-"
"medRxiv","10.1101/2022.06.14.22276236","1","16/06/2022","Titers and capacity of neutralizing antibodies against SARS-CoV-2 variants after heterologous booster vaccination in health care workers primed with two doses of ChAdOx1 nCov-19: a single-blinded, randomized clinical trial","Chuang, C.-H.; Huang, C.-G.; Huang, C.-T.; Chen, Y.-C.; Kung, Y.-A.; Chen, C.-J.; Chuang, T.-C.; Liu, C.-C.; Huang, P.-W.; Yang, S.-L.; Gu, P.-W.; Shih, S.-R.; Chiu, C.-H.","-","publishaheadofprint","-"
"medRxiv","10.1101/2022.06.13.22276211","1","16/06/2022","Tocilizumab versus baricitinib in hospitalized patients with severe COVID-19: an open label, randomized controlled trial.","Karampitsakos, T.; Papaioannou, O.; Tsiri, P.; Katsaras, M.; Katsimpris, A.; Kalogeropoulos, A. P.; Malakounidou, E.; Zarkadi, E.; Tsirikos, G.; Georgiopoulou, V.; Sotiropoulou, V.; Koulousousa, E.; Chourpiliadi, C.; Matsioulas, A.; Lagadinou, M.; Sampsonas, F.; Akinosoglou, K.; Marangos, M.; Tzouvelekis, A.","10.1016/j.cmi.2022.10.015","publishaheadofprint","medRxiv"
